公司代号,公司名字,类型,联系方式类型,联系方式
,,,电话,13801877323
1020150138,上海燊兢建筑设备有限公司,施工企业,电子邮箱,415621497@qq.com
,,,电子邮箱,xjjz11@126.com
,,,电话,021-80270184
,,,电话,15005545323
,,,电话,13127581298
1020173724,上海神福建设工程有限公司,施工企业,电子邮箱,lihonggang1975@163.com
,,,电话,021-52237357
1020100565,上海神洁环保科技股份有限公司,施工企业,电子邮箱,zgshsj@126.com
,,,电子邮箱,zgshj@126.com
,,,电子邮箱,sassbird@163.com
,,,电话,021-64696658
,,,电话,18930692201
,,,电话,64126298-806
,,,电话,021-64126892-807
1020051064,上海神龙电力安装工程有限公司,施工企业,电子邮箱,1427456751@qq.com
,,,电子邮箱,sldlhjl@163.com
,,,电话,021-65697936
,,,电话,021-65697937
,,,电话,65697937
1020010146,上海神州电力工程有限公司,施工企业,电子邮箱,982086232@qq.com
,,,电子邮箱,2457750263@qq.com
,,,电话,021-52967778
,,,电话,13801686423
,,,电话,021-64508686
1020100186,上海沈飞新型幕墙工程有限公司,施工企业,电子邮箱,sf_hr@shenfey.com
,,,电子邮箱,shsfrlzyb@126.com
,,,电子邮箱,447566066@qq.com
,,,电子邮箱,enfei@163.com
,,,电话,021-57660011
,,,电话,57660011-8052
1020170885,上海慎浩通信设备有限公司,施工企业,电子邮箱,443649073@qq.com
,,,电话,021-64907718
,,,电话,021-64900018
1020161680,上海升帆建筑工程有限公司,施工企业,电子邮箱,813863952@qq.com
,,,电子邮箱,971604314@qq.com
,,,电话,15618982835
1020171514,上海升录建筑劳务有限公司,施工企业,电子邮箱,252399848@qq.com
,,,电话,18912877698
,,,电话,13501808392
1020173386,上海升伟实业有限公司,施工企业,电子邮箱,13816000341@163.com
,,,电话,13816000341
1020151046,上海胜礼建筑工程有限公司,施工企业,电子邮箱,906941988@qq.com
,,,电话,13818059248
,,,电话,021-38713350
1020165445,上海胜义环境科技有限公司,施工企业,电子邮箱,chenliming@shengyitech.com
,,,电子邮箱,coolpolar@163.com
,,,电话,021-34536830
1020172012,上海圣昶通信技术有限公司,施工企业,电子邮箱,823143072@qq.com
,,,电子邮箱,cjl951219@163.com
,,,电话,15692193238
,,,电话,021-33756123
1020130201,上海圣珑环境修复技术有限公司,施工企业,电子邮箱,info@sheng-long1.com
,,,电子邮箱,1324175120@qq.com
,,,电话,021-64158586
1020070207,上海圣露地基工程有限公司,施工企业,电话,021-52399121
,,,电话,52399121-821
1020172774,上海圣猷实业有限公司,施工企业,电子邮箱,howjane@126.com
,,,电子邮箱,792121161@qq.com
,,,电话,15988880808
1020060931,上海圣裕基础工程有限公司,施工企业,电子邮箱,tianyu2002@china.com
,,,电话,021-39972257
1020166047,上海晟昌实业有限公司,施工企业,电子邮箱,shengchang0218@163.com
,,,电子邮箱,752287064@qq.com
1020170685,上海晟佳电子科技有限公司,施工企业,电子邮箱,592042294@qq.com
,,,电子邮箱,petty.chen@sunnkay.com
,,,电子邮箱,641960764@qq.com
,,,电子邮箱,pattychen_1107@sina.com
,,,电话,021-61093090
,,,电话,021-68902992
1020171757,上海晟平通信工程有限公司,施工企业,电子邮箱,dongqihai@anqitech.com
,,,电子邮箱,linqi@anqitech.com
,,,电话,021-64458939
,,,电话,021-64459110
1020030701,上海晟浦园林绿化有限公司,施工企业,电话,021-59855050
,,,电话,021-59855038
,,,电话,59855038
,,,电话,59855050
1020173426,上海晟骘建筑工程有限公司,施工企业,电子邮箱,1156267297@qq.com
,,,电话,13052430084
1020021227,上海盛创建筑装饰工程有限公司,施工企业,电子邮箱,zhangmin@sunny-sh.com
,,,电子邮箱,judy@sunny-sh.com
,,,电子邮箱,fl@sunny-sh.com
,,,电话,021-54651010
,,,电话,54651010
1020060744,上海盛恒建筑装饰工程有限公司,施工企业,电话,021-62680002
1020161266,上海盛稷幕墙装饰工程有限公司,施工企业,电子邮箱,358978387@qq.com
,,,电话,021-58101186
,,,电话,13917870805
1020161043,上海盛加建设工程有限公司,施工企业,电话,021-62123532
1020120418,上海盛麟装饰工程有限公司,施工企业,电子邮箱,yujiaxin@sheng-lian.com.cn
,,,电子邮箱,wangcai@sheng-lian.com.cn
,,,电话,021-64042902
,,,电话,54651212-375
,,,电话,021-54651212-375
,,,电话,021-54651212-106
1020040584,上海盛隆电力安装工程有限公司,施工企业,电子邮箱,xingchenzou@126.com
,,,电话,021-37526198
,,,电话,021-57199161
,,,电话,13917439378
1020151754,上海盛秋市政工程有限公司,施工企业,电话,15921888850
1020130411,上海盛珊建筑防水工程有限公司,施工企业,电子邮箱,shfs168@163.com
,,,电子邮箱,ssfs168@163.com
,,,电话,021-64930759
,,,电话,021-64930758
,,,电话,021-64930759-803
1020170016,上海盛世华天环境科技有限公司,施工企业,电子邮箱,yangfm@wotangroup.com
,,,电子邮箱,yangfm@odanenvirotech.com
,,,电话,021-66180652
,,,电话,021-66180635
1020165302,上海盛通电力设计有限公司,施工企业,电子邮箱,dlsj@163.com
,,,电话,021-59511960
1020173219,上海嵊英建设工程有限公司,施工企业,电子邮箱,1371423696@qq.com
,,,电话,18817655056
1020171129,上海诗裔建筑工程有限公司,施工企业,电话,13162953358
1020166323,上海施成照明工程有限公司,施工企业,电子邮箱,884234212@qq.com
,,,电话,13472621596
1020160354,上海施顺电气科技有限公司,施工企业,电子邮箱,zhongdonghua@shishun-electric.com
,,,电话,021-61425225
1020050370,上海十方生态园林股份有限公司,施工企业,电子邮箱,gsy@shsfyl.com
,,,电子邮箱,shsfyl@shsfyl.com
,,,电子邮箱,liuxueyan@shsfyl.com
,,,电子邮箱,shsf2011@vip.163.com
,,,电话,021-33180382
1020130006,上海十芳殿建筑装饰工程有限公司,施工企业,电子邮箱,awe_gu@163.com
,,,电子邮箱,sfd9688@sina.com
,,,电子邮箱,55372588@qq.com
,,,电话,021-52990187
,,,电话,18930795280
1020020196,上海时运高新技术股份有限公司,施工企业,电子邮箱,jiachunfa@shiyun.com.cn
,,,电话,021-63685858
1020120436,上海世滨实业发展有限公司,施工企业,电子邮箱,shibing@126.com
,,,电话,13002172958
,,,电话,021-66299958
1020165412,上海世纪都城工程建设有限公司,施工企业,电话,021-59623422
1020130665,上海市地江建设工程有限公司,施工企业,电子邮箱,mupin72@163.com
,,,电话,021-58389331
,,,电话,13636314672
1020164154,上海市地江建筑科技有限公司,施工企业,电话,021-58389331
1020165315,上海市沪匠市政工程有限公司,施工企业,电话,021-58389331
1020070510,上海市南变配电站服务有限公司,施工企业,电子邮箱,shinanbpd@snbpd.com
,,,电子邮箱,dan.jiang@snbpd.com
,,,电子邮箱,shinanbpd@sina.com
,,,电话,021-54885934
,,,电话,13764015766
1020022168,上海市浦东新区建设（集团）有限公司,施工企业,电子邮箱,58711334@163.com
,,,电子邮箱,pjjt@shpj.com
,,,电子邮箱,58712503@163.com
,,,电话,021-58711334
1020150067,上海市全保建筑帷幕有限公司,施工企业,电子邮箱,shquanbao@163.com
,,,电子邮箱,522354441@qq.com
,,,电话,021-54132085
,,,电话,18017671518
1020021654,上海市吴淞建筑机械厂有限公司,施工企业,电子邮箱,qhzdm@126.com
,,,电话,021-56609382
1020021292,上海市园林工程有限公司,施工企业,电子邮箱,art@shlac.com
,,,电话,021-56774668
1020166499,上海饰华装饰设计工程有限公司,施工企业,电子邮箱,2765608@qq.com
,,,电话,13916204958
1020170734,上海室内装饰有限公司,施工企业,电子邮箱,qiuye@sidg.com.cn
,,,电话,021-62487678
,,,电话,021-62488855
1020172800,上海是奇建设工程有限公司,施工企业,电话,021-36566166
1020171641,上海适楷水务工程有限公司,施工企业,电子邮箱,1181573015@qq.com
,,,电话,13601865540
1020170493,上海守安高达土壤处理技术有限公司,施工企业,电话,021-57946688
1020140127,上海首旗建筑工程有限公司,施工企业,电子邮箱,304689986@qq.com
,,,电话,13901981977
1020120915,上海书柏智能科技有限公司,施工企业,电子邮箱,mar@superintel.cn
,,,电子邮箱,slyrun@126.com
,,,电子邮箱,shiliue@superintel.cn
,,,电子邮箱,sales@superintel.cn
,,,电话,021-51086611
1020166482,上海书明建筑劳务有限公司,施工企业,电话,021-59421117
1020140795,上海舒鸣建筑工程有限公司,施工企业,电子邮箱,info@smbuilding.com.cn
,,,电话,021-56636532
,,,电话,021-56982289
1020171920,上海舒霆建筑劳务有限公司,施工企业,电话,17605819825
1020020840,上海输能电力工程有限公司,施工企业,电子邮箱,380819226@qq.com
,,,电子邮箱,383597418@qq.com
,,,电话,021-60752000-846
,,,电话,60752000-846
,,,电话,60752000-849
1020165137,上海曙林绿化工程有限公司,施工企业,电子邮箱,2106961039@qq.com
,,,电话,021-54872858
1020070579,上海树园盆景花木有限公司,施工企业,电子邮箱,sypenjing@sina.com
,,,电子邮箱,sypenjing@yahoo.cn
,,,电话,021-57186686
,,,电话,021-57418668
,,,电话,13601980538
1020023040,上海竖河建设工程有限公司,施工企业,电子邮箱,hanghong200870@126.com
,,,电子邮箱,hanghonh200870@126.com
,,,电话,021-59480005
,,,电话,18901815851
1020172448,上海双岑建筑装饰工程有限公司,施工企业,电话,13801907025
1020172087,上海双鼎电业有限公司,施工企业,电子邮箱,betsai@shsddy.com
,,,电子邮箱,bestsai@online.sh.cn
,,,电子邮箱,bectsai@online.sh.cn
,,,电子邮箱,zhugelongmei@hotmail.com
,,,电话,021-63787111
,,,电话,021-63760001
,,,电话,63787111
1020173223,上海双慧装饰技术有限公司,施工企业,电子邮箱,shuanghuikj@163.com
,,,电子邮箱,liuxqshuanghuikj@163.com
,,,电话,021-57881200
,,,电话,13816217136
1020166639,上海双宜环境科技有限公司,施工企业,电子邮箱,juice@shsyet.com
,,,电子邮箱,wendy@shsyet.com
,,,电话,021-64055156
1020090226,上海水生环境工程有限公司,施工企业,电子邮箱,xuht@saee.cn
,,,电子邮箱,hanf@saee.cn
,,,电子邮箱,saeeas@163.com
,,,电子邮箱,saees@163.com
,,,电话,021-51601616
,,,电话,021-61393235
,,,电话,021-56101616
,,,电话,021-61393203
1020030993,上海水务建设工程有限公司,施工企业,电子邮箱,57464069@qq.com
,,,电子邮箱,jyb@shwater.cn
,,,电话,021-56959993
,,,电话,13818940905
,,,电话,021-56052524
1020171487,上海顺程建筑设备租赁有限公司,施工企业,电子邮箱,1429369420@qq.com
,,,电子邮箱,1434346553@qq.com
,,,电子邮箱,563308059@qq.com
,,,电话,15900709058
,,,电话,021-54862156
1020060708,上海顺涵电器安装有限公司,施工企业,电子邮箱,jianguo9876@126.com
,,,电子邮箱,wufang123456@126.com
,,,电话,021-57632325
1020174168,上海顺友建筑工程有限公司,施工企业,电话,021-60901218
1020166704,上海舜宝建设工程有限公司,施工企业,电子邮箱,934039400@qq.com
,,,电话,13918397849
1020110291,上海舜川建设工程有限公司,施工企业,电子邮箱,863179669@qq.com
,,,电子邮箱,1119281341@qq.com
,,,电子邮箱,1581640390@qq.com
,,,电子邮箱,39549083@qq.com
,,,电话,17717208898
,,,电话,021-64926851
,,,电话,13701666966
,,,电话,34907776
,,,电话,34907778
1020164667,上海舜豪建筑劳务有限公司,施工企业,电话,021-38214569
,,,电话,021-38214625
1020090490,上海舜嘉建筑（集团）有限公司,施工企业,电子邮箱,764354963@qq.com
,,,电话,021-38214625
,,,电话,13816402531
1020022944,上海舜隆装饰工程有限公司,施工企业,电子邮箱,shunlong-zs@126.com
,,,电子邮箱,shunlong_zs@126.com
,,,电子邮箱,974067878@qq.com
,,,电话,021-62608227
,,,电话,13661700678
1020156791,上海舜试建筑劳务有限公司,施工企业,电话,021-54840260
,,,电话,021-52043372
1020070252,上海舜韬电力工程有限公司,施工企业,电子邮箱,kongxq@shangpower.com
,,,电子邮箱,kongxq@shanghaipower.com
,,,电子邮箱,wuping710828@163.com
,,,电话,021-23108765
,,,电话,13611633084
1020060058,上海舜韬实业（集团）有限公司,施工企业,电子邮箱,kongxq@shanghaipower.com
,,,电子邮箱,fuh@shanghaipower.com
,,,电子邮箱,fuf@shanghaipower.com
,,,电话,021-23108765
,,,电话,201-23108792
,,,电话,021-23108792
,,,电话,021-23108777
1020170888,上海舜通信息科技有限公司,施工企业,电子邮箱,18901984884@189.com
,,,电子邮箱,18901984884@189.cn
,,,电话,021-54933769
1020120578,上海舜虞园林工程有限公司,施工企业,电子邮箱,syyl_shmh@163.com
,,,电话,021-34636053
,,,电话,18918229699
1020171239,上海舜众建筑劳务服务有限公司,施工企业,电话,021-64866101
1020173669,上海瞬发建筑劳务有限公司,施工企业,电话,15921920667
1020172903,上海司诺普防腐工程有限公司,施工企业,电子邮箱,marketing@sinopolymer.com.cn
,,,电子邮箱,info@sinopolymer.com.cn
,,,电话,021-51592806
,,,电话,021-58592806
,,,电话,51592806
1020100052,上海思创华信信息技术有限公司,施工企业,电子邮箱,xuap@thinvent.com
,,,电子邮箱,sunxk@strongit.com.cn
,,,电子邮箱,wanghy@strongit.com.cn
,,,电子邮箱,sunx@strongit.com.cn
,,,电话,021-64089955
,,,电话,64089955-711
1020030783,上海思令乐建筑装潢工程有限公司,施工企业,电子邮箱,1670903068@qq.com
,,,电话,021-62257711
,,,电话,62257711-8007
1020031419,上海思尧建设集团有限公司,施工企业,电子邮箱,shsiyao@163.com
,,,电话,021-36361285
1020172520,上海斯宾茨建筑节能技术有限公司,施工企业,电子邮箱,gzr2039@sina.com
,,,电话,13818766402
,,,电话,021-52914424
,,,电话,021-52913791
,,,电话,52914424
1020166341,上海斯季岚亨工程技术有限公司,施工企业,电子邮箱,service@speirhunter.cn
,,,电话,021-67295858
1020173698,上海斯卡伊建筑装饰工程有限公司,施工企业,电子邮箱,vip7979@126.com
,,,电话,021-20963336
1020172942,上海肆义建筑装饰工程有限公司,施工企业,电话,18817695908
1020140481,上海松潮交通设施工程有限公司,施工企业,电子邮箱,876905930@qq.com
,,,电话,021-62970811
,,,电话,021-65909558
,,,电话,13501993912
1020051197,上海松耳照明工程有限公司,施工企业,电子邮箱,807740252@qq.com
,,,电话,021-64094761
1020050454,上海松丰建筑工程有限公司,施工企业,电子邮箱,sfjzh@yahoo.com.cn
,,,电话,021-57775933
,,,电话,021-57775932
1020140921,上海松化设备安装有限公司,施工企业,电话,021-37831311
,,,电话,13701739730
,,,电话,13311722292
1020022573,上海松江新茸工程安装发展有限公司,施工企业,电话,15900770208
,,,电话,13901923358
1020080153,上海松舜建设工程有限公司,施工企业,电子邮箱,499461773@qq.com
,,,电子邮箱,282612667@qq.com
,,,电话,13732475474
,,,电话,021-33685205
1020173962,上海松婷实业发展有限公司,施工企业,电子邮箱,609724172@qq.com
,,,电子邮箱,407015894@qq.com
,,,电子邮箱,songtingshiye@qq.cn
,,,电话,021-20289398
,,,电话,18916712858
1020171714,上海松沅环境修复技术有限公司,施工企业,电子邮箱,xiu@soil-resource.com
,,,电话,021-33506897
,,,电话,021-67280021
1020040911,上海松泽建筑安装工程有限公司,施工企业,电话,13918077118
1020171363,上海松展建筑劳务有限公司,施工企业,电子邮箱,438627251@qq.com
,,,电子邮箱,2123119058@qq.com
,,,电话,13402122562
,,,电话,021-67763120
1020173837,上海崧泓建筑劳务有限公司,施工企业,电话,021-38755978
1020110270,上海淞昊机电工程有限公司,施工企业,电子邮箱,shdqct@163.com
,,,电话,13916447304
,,,电话,021-59558868
,,,电话,59558868
1020172732,上海颂良网络工程有限公司,施工企业,电子邮箱,hr@pt-it.net
,,,电子邮箱,sundenglan@pt-it.net
1020172353,上海苏弘建筑装饰工程有限公司,施工企业,电子邮箱,401218609@qq.com
,,,电子邮箱,13601696213@126.com
,,,电话,021-67681820
1020130287,上海苏津强建设工程有限公司,施工企业,电子邮箱,18721356174@163.com
,,,电子邮箱,chen_jian@hvs.com.cn
,,,电话,021-31750889
,,,电话,18721356174
1020140876,上海苏靖建筑工程有限公司,施工企业,电子邮箱,sunjianping@sjjd-china.com
,,,电子邮箱,sunjianping@sjjd-china.com
,,,电话,021-56468008
,,,电话,021-54648008
1020172031,上海苏莱电气有限公司,施工企业,电子邮箱,sales@eurotect.com
,,,电子邮箱,sales@erotect.com
,,,电话,021-52652372
,,,电话,021-52652370
1020155929,上海苏普建筑设计工程有限公司,施工企业,电子邮箱,2813060903@qq.com
,,,电话,021-60471115
1020171389,上海苏原建设工程有限公司,施工企业,电子邮箱,zhanghebin2018@163.com
,,,电话,18317138835
,,,电话,021-36317838
1020172934,上海苏臻洁净科技有限公司,施工企业,电话,13524249220
1020166649,上海塑合消防工程有限公司,施工企业,电子邮箱,13122095735@163.com
,,,电子邮箱,awe_gu@163.com
,,,电子邮箱,978937796@qq.com
,,,电话,021-64392660
,,,电话,021-64392670
,,,电话,021-58752705
,,,电话,15601986928
1020166915,上海绥德机械工程有限公司,施工企业,电话,13636358949
,,,电话,15821675024
,,,电话,18930091085
1020173178,上海隧畅建筑安装工程有限公司,施工企业,电子邮箱,suichang2015@163.com
,,,电话,021-56661812
,,,电话,021-56095300
1020140698,上海隧道工程有限公司,施工企业,电子邮箱,stectzb@stec.net
,,,电话,021-65869999
1020110536,上海隧道建筑防水材料有限公司,施工企业,电子邮箱,1307104156@qq.com
,,,电话,021-68128490
,,,电话,021-68128075
,,,电话,68128490
1020040413,上海索杰电子信息系统有限公司,施工企业,电子邮箱,surejoy@hy.com.cn
,,,电子邮箱,surejoy@hr.com.cn
,,,电话,021-50799939
,,,电话,021-63306598
1020153471,上海索骏电力科技有限公司,施工企业,电子邮箱,sjdianli@163.com
,,,电话,021-64065799
,,,电话,021-54846639
1020160813,上海塔盟网络科技有限公司,施工企业,电子邮箱,gxwang_00@126.com
,,,电话,021-54488897
1020022000,上海台安实业集团有限公司,施工企业,电子邮箱,tasy@taian-sh.com
,,,电话,021-59936372
1020170450,上海太古建筑装饰工程有限公司,施工企业,电子邮箱,2290898124@qq.com
,,,电话,13585833665
,,,电话,13818630097
,,,电话,17802154562
1020130120,上海太和水环境科技发展有限公司,施工企业,电子邮箱,460234876@qq.com
,,,电子邮箱,904622865@qq.com
,,,电子邮箱,zhanghui@shtaihe.net
,,,电话,021-35311017
,,,电话,15000270141
,,,电话,021-35311019
1020100194,上海泰长建筑工程有限公司,施工企业,电子邮箱,ljdy-0502@163.com
,,,电话,021-36563335
,,,电话,13501949194
1020120756,上海泰晟建设工程有限公司,施工企业,电子邮箱,tsis999@163.com
,,,电子邮箱,tsjs999@163.com
,,,电话,021-37762288
,,,电话,37762288
1020172801,上海泰特石油设备销售有限公司,施工企业,电子邮箱,zhangshiqi@ticolt.com
,,,电子邮箱,sales@ticolt.com
,,,电子邮箱,admin@ticolt.com
,,,电话,021-64122418
1020130475,上海泰锌智能科技有限公司,施工企业,电子邮箱,xiaomj@taixinzhineng.com
,,,电子邮箱,zhaojh@taixinzhineng.com
,,,电话,021-50630665
1020160931,上海唐呈装饰工程有限公司,施工企业,电话,021-54387429
1020130513,上海唐源装潢有限公司,施工企业,电子邮箱,172704886@qqq.com
,,,电子邮箱,172704886@qq.com
,,,电话,021-34319608
1020171795,上海塘栩建筑工程有限公司,施工企业,电子邮箱,dxwei@163.com
,,,电话,13761855311
1020170967,上海涛鼎建筑工程有限公司,施工企业,电话,13122345348
1020080093,上海陶恒建筑安装有限公司,施工企业,电子邮箱,13601625277@163.com
,,,电子邮箱,13816147802@163.com
,,,电话,13816147802
,,,电话,021-60542279
1020170357,上海特领实业集团有限公司,施工企业,电子邮箱,1226949557@qq.com
,,,电子邮箱,telling@tellinggroup.com
,,,电子邮箱,telling@vip.163.com
,,,电话,021-52271109
,,,电话,021-52271217
1020171187,上海特晒环保科技有限公司,施工企业,电子邮箱,bh4crn@163.com
,,,电话,15900988551
1020110757,上海腾东建设有限公司,施工企业,电子邮箱,1229689433@qq.com
,,,电子邮箱,122429317@qq.com
,,,电话,13512196266
,,,电话,021-67262199
1020021318,上海腾隆兴电建设工程有限公司,施工企业,电子邮箱,18964738301@189.cn
,,,电子邮箱,shtlxd@163.com
,,,电话,021-66308928
,,,电话,13501836610
,,,电话,66308928-814
1020110529,上海腾茸电气有限公司,施工企业,电子邮箱,417331595@qq.com
,,,电子邮箱,tr57670152@163.com
,,,电子邮箱,383618271@qq.com
,,,电话,021-57670152-803
,,,电话,57670152-803
,,,电话,67671532-803
,,,电话,13371892742
1020170647,上海腾升建筑装饰有限公司,施工企业,电子邮箱,13512141196@qq.com
,,,电子邮箱,13512141196@163.com
,,,电话,13512141196
1020152206,上海腾硕科技设备有限公司,施工企业,电子邮箱,1lab@1lab.com.cn
,,,电话,021-51987060
1020154026,上海腾逐节能科技有限公司,施工企业,电子邮箱,0000000@qq.com
,,,电子邮箱,fjr1213@sina.com
,,,电话,021-66052851
1020140100,上海藤建建筑装饰工程有限公司,施工企业,电子邮箱,chenglingling-kenchiku@to-ken.com.cn
,,,电子邮箱,zhangyunzhen@to-ken.com.cn
,,,电话,021-64056772
,,,电话,021-68760100
,,,电话,021-67860100
,,,电话,021-67860100-159
1020031374,上海体大建设工程有限公司,施工企业,电子邮箱,shtde@sina.com
,,,电子邮箱,lzx5521@163.com
,,,电话,021-50941507
,,,电话,0021-50941507
,,,电话,021-50941506
1020173534,上海天补房屋修缮工程有限公司,施工企业,电子邮箱,qinkun@tianbush.com
,,,电话,021-56559218
1020120216,上海天初建筑装饰工程有限公司,施工企业,电话,021-52563399
,,,电话,021-32240399
1020166596,上海天昊实业有限公司,施工企业,电话,021-57334312
,,,电话,021-67961001
,,,电话,57334312
1020171802,上海天迹建筑装饰工程有限公司,施工企业,电子邮箱,313691252@qq.com
,,,电话,021-68119995
1020171798,上海天利丰港商品混凝土有限公司,施工企业,电子邮箱,905255357@qq.com
,,,电子邮箱,316626905@qq.com
,,,电子邮箱,wy820111@163.com
,,,电话,021-58185327
,,,电话,021-54991888
1020040043,上海天淋消防安全工程有限公司,施工企业,电子邮箱,tianlin920@aliyun.com
,,,电话,13661537644
,,,电话,021-59538936
1020166097,上海天灵开关厂有限公司,施工企业,电子邮箱,tianling@tianling.com.cn
,,,电话,021-69900880
,,,电话,021-69900868
1020140788,上海天翎净化工程有限公司,施工企业,电子邮箱,943686818@qq.com
,,,电子邮箱,info@tianyun-sh.com
,,,电子邮箱,156584118@qq.com
,,,电话,021-51923319
,,,电话,13817711551
1020041278,上海天路弹性材料有限公司,施工企业,电子邮箱,84033675@qq.com
,,,电话,021-36523382
,,,电话,021-69933180
1020150797,上海天淼建设工程有限公司,施工企业,电子邮箱,2239653082@qq.com
,,,电话,021-62748695
,,,电话,18621912451
,,,电话,021-52907963
1020090022,上海天齐建设股份有限公司,施工企业,电子邮箱,22583405@qq.com
,,,电话,021-33662709
,,,电话,021-53838898
1020170286,上海天巍建筑劳务有限公司,施工企业,电话,021-62763786
,,,电话,18601673698
1020110450,上海天夏景观规划设计有限公司,施工企业,电子邮箱,51622937@qq.com
,,,电子邮箱,liuqing@tystyl.com
,,,电子邮箱,songrongrong@tystyl.com
,,,电子邮箱,lixiaojing@tystyl.com
,,,电话,021-25251999
,,,电话,021-65988789
1020166873,上海天冶建设有限公司,施工企业,电子邮箱,13661497588@163.com
1020140899,上海天怡建筑装潢有限公司,施工企业,电话,13003283155
,,,电话,021-65672601
,,,电话,13916113587
1020171403,上海天玥环境艺术有限公司,施工企业,电子邮箱,15021063047@139.com
,,,电话,021-56620268
,,,电话,15021063047
1020130109,上海天竹建筑安装工程有限公司,施工企业,电话,15257620868
1020172651,上海添松建筑劳务有限公司,施工企业,电话,021-60495300
1020172100,上海添幸建筑工程有限公司,施工企业,电话,021-58586180
1020171094,上海田久建筑劳务有限公司,施工企业,电话,13585653641
1020172156,上海铁大电信科技股份有限公司,施工企业,电子邮箱,51235800@163.com
,,,电话,021-39126067
,,,电话,021-51235800
1020170813,上海铁大消防科技有限公司,施工企业,电子邮箱,tiedaxiaofang@163.com
,,,电话,021-61400826
1020020089,上海铁路轨道交通开发有限公司,施工企业,电子邮箱,zyygypw@126.com
,,,电话,021-51221709
1020090381,上海铁能建设工程有限公司,施工企业,电子邮箱,184598579@qq.com
,,,电子邮箱,neilyoedo@126.com
,,,电子邮箱,tieneng_1@163.com
,,,电话,021-67691616
,,,电话,13311973351
1020170745,上海铁赢建筑劳务有限公司,施工企业,电子邮箱,172958777@qq.com
,,,电话,13816618981
1020173565,上海铁振建筑有限公司,施工企业,电话,13362225555
1020120549,上海汀滢环保科技有限公司,施工企业,电子邮箱,sh_tingying@163.com
,,,电子邮箱,sh_tingying@126.com
,,,电话,021-60150150
,,,电话,021-60150180
,,,电话,201-59856901
,,,电话,021-59856901
1020156705,上海廷瑞建设工程有限公司,施工企业,电话,021-67699966
,,,电话,021-33180062
1020174078,上海庭伟建筑劳务有限公司,施工企业,电话,021-56625581
,,,电话,13641751495
1020080356,上海霆峰计算机机房工程有限公司,施工企业,电子邮箱,1687561556@qq.com
,,,电子邮箱,xx@tfurse.com
,,,电话,021-58706929
1020164376,上海霆华能源科技有限公司,施工企业,电子邮箱,chengjie@prairiesunpv.com
,,,电子邮箱,sunny@prairiesunpv.com
,,,电话,021-38233986
1020171169,上海通超建设工程集团有限公司,施工企业,电话,13788907995
1020030037,上海通福电信工程有限公司,施工企业,电子邮箱,tongfucaiwu@163.com
,,,电话,021-59568666
,,,电话,021-39942238
,,,电话,59568666
1020152397,上海通涵建筑劳务有限公司,施工企业,电话,15057433525
,,,电话,13585566821
1020170008,上海通杰建筑工程有限公司,施工企业,电子邮箱,602680784@qq.com
,,,电子邮箱,724797985@qq.com
,,,电话,13817770865
,,,电话,15256983161
1020166781,上海通久防水工程有限公司,施工企业,电话,13401706222
,,,电话,021-57635566
,,,电话,13813205978
1020170379,上海通贸国际供应链管理有限公司,施工企业,电子邮箱,tangting.sh@chinaccs.cn
,,,电子邮箱,wanlipeng@shccs.com.cn
,,,电话,021-63641808
,,,电话,021-63593968
,,,电话,021-63563968
1020021361,上海通明建设工程有限公司,施工企业,电子邮箱,1270266125@pp.com
,,,电子邮箱,1270266125@qq.com
,,,电话,021-60298272
1020140518,上海通鹏建设发展有限公司,施工企业,电子邮箱,tp1299@126.com
,,,电子邮箱,tp_1303@126.com
,,,电子邮箱,www.496934154@qq.com
,,,电子邮箱,496934154@qq.com
,,,电话,021-62182288
,,,电话,021-62180111
,,,电话,13961172693
,,,电话,021-62189000
,,,电话,13801641299
1020164047,上海通通市政工程维护有限公司,施工企业,电子邮箱,290356929@qq.com
,,,电子邮箱,307964784@qq.com
,,,电话,021-67818655
,,,电话,18016488118
1020021417,上海通兴建筑安装工程总公司,施工企业,电子邮箱,sh-txjz@yeah.net
,,,电子邮箱,sh_txjz@yeah.net
,,,电子邮箱,txjz@tx-jz.com
,,,电话,021-55911797
,,,电话,021-55911535
1020021884,上海通用建筑工程有限公司,施工企业,电子邮箱,gms@sh-gms.com
,,,电子邮箱,gms@engineer.com
,,,电子邮箱,gms@gms-engineer.com
,,,电话,021-66877801-256
,,,电话,021-66877801
1020166054,上海通政投资有限公司,施工企业,电子邮箱,624090556@qq.com
,,,电子邮箱,18616767850@163.com
,,,电话,021-55385729
,,,电话,13901857280
,,,电话,021-55157285
1020171120,上海仝碧幕墙有限公司,施工企业,电话,13052333768
1020155665,上海同臣环保有限公司,施工企业,电子邮箱,ljq@techase.com
,,,电子邮箱,zhanglili@techase.com
,,,电子邮箱,liangsui@techase.com
,,,电话,021-65988709
1020080287,上海同济华康环境科技有限公司,施工企业,电子邮箱,122@tongjhuak.com
,,,电子邮箱,zhxh1226@tongjihk.com
,,,电子邮箱,459455617@qq.com
,,,电子邮箱,80652845@qq.com
,,,电话,021-33626167
1020164460,上海同济科蓝环保设备工程有限公司,施工企业,电子邮箱,13701929107@139.com
,,,电话,021-65982698
,,,电话,021-65984266
,,,电话,65984266
,,,电话,13701929107
1020164539,上海同磊土木工程技术有限公司,施工企业,电子邮箱,hr_3d3s@163.com
